"animal","gene","sex","zygosity","week","weight"
"601",114294086,"819",1,1,15.571428571,21.01
"602",114294087,"819",1,1,17.571428571,25.3
"603",91997139,"819",0,1,11.571428571,19.25
"604",91997140,"819",0,1,11.571428571,18.23
"605",91997141,"819",1,1,11.571428571,20.17
"606",91997142,"819",1,1,11.571428571,21.26
"607",91997138,"819",0,1,5.571428571,13.02
"608",91997139,"819",0,1,12.571428571,19.79
"609",91997140,"819",0,1,12.571428571,18.43
"610",91997141,"819",1,1,12.571428571,20.79
"611",91997142,"819",1,1,12.571428571,21.63
"612",91997138,"819",0,1,11.571428571,18.75
"613",91997139,"819",0,1,5.571428571,13.99
"614",91997140,"819",0,1,5.571428571,13.15
"615",91997141,"819",1,1,5.571428571,11.54
"616",91997142,"819",1,1,5.571428571,13.16
"617",91997138,"819",0,1,12.571428571,18.37
"618",91994747,"819",1,1,14.428571428,24.44
"619",91995161,"819",1,1,16.285714285,28.37
"620",91994745,"819",0,1,12.428571428,23.56
"621",91994747,"819",1,1,17.428571428,25.21
"622",91994773,"819",0,1,5.857142857,17.32
"623",91994745,"819",0,1,15.428571428,22.85
"624",91995160,"819",0,1,5.857142857,16.75
"625",91994773,"819",0,1,8.857142857,20.71
"626",91995160,"819",0,1,8.857142857,19.3
"627",91994773,"819",0,1,11.857142857,21.73
"628",91994744,"819",0,1,4.428571428,16.2
"629",91994746,"819",1,1,6.428571428,21.32
"630",91995160,"819",0,1,11.857142857,21.83
"631",91994773,"819",0,1,14.857142857,23.66
"632",91994746,"819",1,1,9.428571428,23.83
"633",91994746,"819",1,1,12.428571428,27.63
"634",91995160,"819",0,1,14.857142857,21.54
"635",91994773,"819",0,1,17.857142857,23.12
"636",91994744,"819",0,1,10.428571428,21.03
"637",91994746,"819",1,1,15.428571428,26.97
"638",91995160,"819",0,1,17.857142857,23.49
"639",91994774,"819",0,1,5.857142857,18.08
"640",91994744,"819",0,1,13.428571428,21.2
"641",91995161,"819",1,1,5.285714285,18.88
"642",91994774,"819",0,1,8.857142857,22.19
"643",91994744,"819",0,1,16.428571428,22.37
"644",91994747,"819",1,1,6.428571428,18.79
"645",91995161,"819",1,1,8.285714285,23.65
"646",91994774,"819",0,1,11.857142857,22.25
"647",91994745,"819",0,1,4.428571428,14.89
"648",91994747,"819",1,1,9.428571428,21.75
"649",91995161,"819",1,1,11.285714285,25.7
"650",91994774,"819",0,1,14.857142857,24.91
"651",91994747,"819",1,1,12.428571428,26.73
"652",91995161,"819",1,1,14.285714285,26.49
"653",91994774,"819",0,1,17.857142857,23.62
"654",91994745,"819",0,1,10.428571428,21.43
"655",91994747,"819",1,1,15.428571428,24.75
"656",91995161,"819",1,1,17.285714285,25.9
"657",91994745,"819",0,1,13.428571428,22.25
"658",91995160,"819",0,1,3.857142857,13.41
"659",91994773,"819",0,1,6.857142857,18.25
"660",91994745,"819",0,1,16.428571428,23.89
"661",91995160,"819",0,1,6.857142857,16.81
"662",91994773,"819",0,1,9.857142857,20.35
"663",91994746,"819",1,1,4.428571428,17.38
"664",91995160,"819",0,1,9.857142857,19.3
"665",91994773,"819",0,1,12.857142857,21.9
"666",91994744,"819",0,1,5.428571428,16.69
"667",91995160,"819",0,1,12.857142857,20.88
"668",91994773,"819",0,1,15.857142857,22.61
"669",91994744,"819",0,1,8.428571428,18.85
"670",91994746,"819",1,1,10.428571428,25.18
"671",91994746,"819",1,1,13.428571428,26.62
"672",91995160,"819",0,1,15.857142857,22.07
"673",91994773,"819",0,1,18.857142857,24.51
"674",91994744,"819",0,1,11.428571428,21.79
"675",91994746,"819",1,1,16.428571428,27.56
"676",91995161,"819",1,1,3.285714285,11.56
"677",91994774,"819",0,1,6.857142857,19.19
"678",91994744,"819",0,1,14.428571428,21.46
"679",91994747,"819",1,1,4.428571428,14.15
"680",91995161,"819",1,1,6.285714285,20.95
"681",91994774,"819",0,1,9.857142857,22.27
"682",91994744,"819",0,1,17.428571428,21.5
"683",91995161,"819",1,1,9.285714285,24.01
"684",91994774,"819",0,1,12.857142857,22.32
"685",91994745,"819",0,1,5.428571428,16.86
"686",91994747,"819",1,1,10.428571428,21.99
"687",91995161,"819",1,1,12.285714285,26.35
"688",91994774,"819",0,1,15.857142857,23.57
"689",91994745,"819",0,1,8.428571428,19.71
"690",91994747,"819",1,1,13.428571428,24.19
"691",91995161,"819",1,1,15.285714285,27.12
"692",91994774,"819",0,1,18.857142857,25.11
"693",91994745,"819",0,1,11.428571428,22.62
"694",91994747,"819",1,1,16.428571428,25.05
"695",91994773,"819",0,1,4.857142857,16.63
"696",91994745,"819",0,1,14.428571428,22.86
"697",91995160,"819",0,1,4.857142857,15.51
"698",91994773,"819",0,1,7.857142857,18.61
"699",91994745,"819",0,1,17.428571428,23.7
"700",91995160,"819",0,1,7.857142857,17.86
"701",91994773,"819",0,1,10.857142857,21.3
"702",91994746,"819",1,1,5.428571428,17.73
"703",91995160,"819",0,1,10.857142857,20.78
"704",91994773,"819",0,1,13.857142857,23.8
"705",91994744,"819",0,1,6.428571428,17.55
"706",91994746,"819",1,1,8.428571428,23.85
"707",91995160,"819",0,1,13.857142857,21.8
"708",91994773,"819",0,1,16.857142857,23.52
"709",91994744,"819",0,1,9.428571428,19.27
"710",91994746,"819",1,1,11.428571428,25.95
"711",91994746,"819",1,1,14.428571428,26.73
"712",91995160,"819",0,1,16.857142857,22.89
"713",91994774,"819",0,1,4.857142857,16.51
"714",91994744,"819",0,1,12.428571428,21.66
"715",91994746,"819",1,1,17.428571428,28.44
"716",91995161,"819",1,1,4.285714285,15.78
"717",91994774,"819",0,1,7.857142857,20.06
"718",91994744,"819",0,1,15.428571428,21.78
"719",91994747,"819",1,1,5.428571428,16.85
"720",91995161,"819",1,1,7.285714285,22.71
"721",91994774,"819",0,1,10.857142857,22.46
"722",91994747,"819",1,1,8.428571428,20.03
"723",91995161,"819",1,1,10.285714285,24.25
"724",91994774,"819",0,1,13.857142857,24.11
"725",91994745,"819",0,1,6.428571428,18.72
"726",91994747,"819",1,1,11.428571428,22.98
"727",91995161,"819",1,1,13.285714285,26.21
"728",91994774,"819",0,1,16.857142857,23.68
"729",91994745,"819",0,1,9.428571428,20.61
"730",130781630,"981",1,2,14.571428571,34.4
"731",130785379,"981",0,1,4,16.4
"732",130785379,"981",0,1,6.142857142,22.2
"733",130785379,"981",0,1,8.142857142,25.8
"734",130785379,"981",0,1,9.428571428,28.2
"735",130785379,"981",0,1,11.142857142,29.7
"736",130785379,"981",0,1,12,30.3
"737",130785379,"981",0,1,13.142857142,29.4
"738",130785379,"981",0,1,14.285714285,30.6
"739",130785379,"981",0,1,15.428571428,30.8
"740",130785379,"981",0,1,16.285714285,30.5
"741",130785392,"981",0,1,4,14.7
"742",130785392,"981",0,1,6.142857142,19.5
"743",130785392,"981",0,1,8.142857142,23.9
"744",130785392,"981",0,1,9.428571428,25.7
"745",130785392,"981",0,1,11.142857142,28.1
"746",130785392,"981",0,1,12,29
"747",130785392,"981",0,1,13.142857142,29.1
"748",130785392,"981",0,1,14.285714285,29.7
"749",130785392,"981",0,1,15.428571428,29.7
"750",130785392,"981",0,1,16.285714285,30.5
"751",130786429,"981",0,1,3.714285714,14.7
"752",130786429,"981",0,1,5.714285714,20.9
"753",130786429,"981",0,1,7.714285714,24.6
"754",130786429,"981",0,1,9,28.1
"755",130786429,"981",0,1,10.714285714,30.4
"756",130786429,"981",0,1,11.571428571,30.7
"757",130786429,"981",0,1,12.714285714,30.9
"758",130786429,"981",0,1,13.857142857,32.1
"759",130786429,"981",0,1,15,32.1
"760",130786429,"981",0,1,15.857142857,32.5
"761",130786428,"981",0,1,3.714285714,15.7
"762",130786428,"981",0,1,5.714285714,23
"763",130786428,"981",0,1,7.714285714,27
"764",130786428,"981",0,1,9,30.5
"765",130786428,"981",0,1,10.714285714,32.7
"766",130786428,"981",0,1,11.571428571,33.7
"767",130786428,"981",0,1,12.714285714,33.2
"768",130786428,"981",0,1,13.857142857,34.3
"769",130786428,"981",0,1,15,33.5
"770",130786428,"981",0,1,15.857142857,34.9
"771",130781630,"981",1,2,4.428571428,18.7
"772",130781630,"981",1,2,6.428571428,23.5
"773",130781630,"981",1,2,8.428571428,28.1
"774",130781630,"981",1,2,9.428571428,28.9
"775",130781630,"981",1,2,11.428571428,32.3
"776",130781630,"981",1,2,12.428571428,33.1
"777",130781630,"981",1,2,13.571428571,33
"778",130781626,"981",0,1,4.428571428,18.9
"779",130781626,"981",0,1,8.428571428,27.5
"780",130781626,"981",0,1,9.428571428,30.1
"781",130781626,"981",0,1,11.428571428,32.4
"782",130781626,"981",0,1,13.571428571,33.4
"783",130781626,"981",0,1,14.571428571,33.3
"784",130781626,"981",0,1,15.857142857,33.6
"785",130781626,"981",0,1,16.428571428,33.5
"786",130783757,"981",1,2,4,20.7
"787",130783757,"981",1,2,6,24.5
"788",130783757,"981",1,2,8,26.8
"789",130783757,"981",1,2,9,28.2
"790",130783757,"981",1,2,11,31.5
"791",130783757,"981",1,2,12,32.5
"792",130783757,"981",1,2,13.142857142,33.1
"793",130783757,"981",1,2,14.142857142,34.2
"794",130783757,"981",1,2,15.428571428,33.8
"795",130783757,"981",1,2,16,35.1
"796",130783756,"981",1,2,4,15.3
"797",130783756,"981",1,2,6,22.8
"798",130783756,"981",1,2,8,25.1
"799",130783756,"981",1,2,9,25.8
"800",130783756,"981",1,2,11,29.2
"801",130783756,"981",1,2,12,29.4
"802",130783756,"981",1,2,13.142857142,30.1
"803",130783756,"981",1,2,14.142857142,31.2
"804",130783756,"981",1,2,15.428571428,32
"805",130783756,"981",1,2,16,32
"806",130783769,"981",0,1,4,13.2
"807",130783769,"981",0,1,6,18.5
"808",130783769,"981",0,1,8,20.2
"809",130783769,"981",0,1,9,22.5
"810",130783769,"981",0,1,11,24.5
"811",130783769,"981",0,1,13.142857142,25.5
"812",130783769,"981",0,1,14.142857142,24.7
"813",130783769,"981",0,1,15.428571428,25.5
"814",130783769,"981",0,1,16,30.2
"815",130776391,"981",0,1,4,14.3
"816",130776391,"981",0,1,6,22.2
"817",130776391,"981",0,1,8,28.2
"818",130776391,"981",0,1,9,29.4
"819",130776391,"981",0,1,11,33.5
"820",130776391,"981",0,1,13,34.9
"821",130776391,"981",0,1,14.142857142,34
"822",130776391,"981",0,1,15.142857142,33.8
"823",130776391,"981",0,1,16.142857142,35.2
"824",130782810,"981",1,2,4.285714285,16
"825",130782810,"981",1,2,6.285714285,21.7
"826",130782810,"981",1,2,8.285714285,25.5
"827",130782810,"981",1,2,9.285714285,26.2
"828",130782810,"981",1,2,11.285714285,28.2
"829",130782810,"981",1,2,12.142857142,29.7
"830",130782810,"981",1,2,12.857142857,29.7
"831",130782810,"981",1,2,14,31.1
"832",130782810,"981",1,2,15.142857142,31.1
"833",130782810,"981",1,2,16.142857142,31.4
"834",130784085,"981",1,2,3.857142857,16.5
"835",130784085,"981",1,2,5.857142857,24.1
"836",130784085,"981",1,2,7.857142857,28
"837",130784085,"981",1,2,8.857142857,29.5
"838",130784085,"981",1,2,10.857142857,30.9
"839",130784085,"981",1,2,11.714285714,32.4
"840",130784085,"981",1,2,12.428571428,31.8
"841",130784085,"981",1,2,13.571428571,33.6
"842",130784085,"981",1,2,14.714285714,32.7
"843",130784085,"981",1,2,15.714285714,33.7
"844",130784088,"981",1,2,3.857142857,15.5
"845",130784088,"981",1,2,5.857142857,22.7
"846",130784088,"981",1,2,7.857142857,27
"847",130784088,"981",1,2,8.857142857,27.4
"848",130784088,"981",1,2,10.857142857,29
"849",130784088,"981",1,2,11.714285714,29.8
"850",130784088,"981",1,2,12.428571428,29.5
"851",130784088,"981",1,2,13.571428571,30.8
"852",130784088,"981",1,2,14.714285714,30.4
"853",130784088,"981",1,2,15.714285714,31.6
"854",130784091,"981",1,2,3.857142857,15.9
"855",130784091,"981",1,2,5.857142857,23.6
"856",130784091,"981",1,2,7.857142857,27.4
"857",130784091,"981",1,2,8.857142857,28.2
"858",130784091,"981",1,2,10.857142857,29.7
"859",130784091,"981",1,2,11.714285714,31
"860",130784091,"981",1,2,12.428571428,30.5
"861",130784091,"981",1,2,13.571428571,31.7
"862",130784091,"981",1,2,14.714285714,31.2
"863",130784091,"981",1,2,15.714285714,31.8
"864",130787979,"981",1,2,4,12.3
"865",130787979,"981",1,2,6,20.8
"866",130787979,"981",1,2,8,23.7
"867",130787979,"981",1,2,8.857142857,23.6
"868",130787979,"981",1,2,11,25.2
"869",130787979,"981",1,2,11.714285714,25.4
"870",130787979,"981",1,2,12.571428571,26.9
"871",130787979,"981",1,2,13.571428571,27
"872",130787979,"981",1,2,14.857142857,26.1
"873",130787979,"981",1,2,15.714285714,28.1
"874",88424851,"2735",0,0,10.285714285,21.4
"875",88424851,"2735",0,0,11.285714285,22.2
"876",88424851,"2735",0,0,12.285714285,23.6
"877",88424851,"2735",0,0,13.285714285,23.9
"878",88424851,"2735",0,0,14.285714285,24
"879",88424851,"2735",0,0,15.285714285,25.2
"880",88424851,"2735",0,0,16.285714285,25.2
"881",88424851,"2735",0,0,17.285714285,23.6
"882",88424853,"2735",0,0,10.285714285,21.4
"883",88424853,"2735",0,0,11.285714285,22.3
"884",88424853,"2735",0,0,12.285714285,23.4
"885",88424853,"2735",0,0,13.285714285,23.6
"886",88424853,"2735",0,0,14.285714285,23.4
"887",88424853,"2735",0,0,15.285714285,24.5
"888",88424853,"2735",0,0,16.285714285,25.4
"889",88424853,"2735",0,0,17.285714285,25.7
"890",98714857,"2735",1,0,8.857142857,25.3
"891",98714857,"2735",1,0,9.857142857,26
"892",98714857,"2735",1,0,10.857142857,26.8
"893",98714857,"2735",1,0,11.857142857,28.3
"894",98714857,"2735",1,0,12.857142857,28.7
"895",98714857,"2735",1,0,14,27.7
"896",98714857,"2735",1,0,14.857142857,26.3
"897",98714857,"2735",1,0,15.857142857,27.8
"898",88424821,"2735",1,0,8.857142857,27.7
"899",88424821,"2735",1,0,9.857142857,29.8
"900",88424821,"2735",1,0,10.857142857,31
"901",88424821,"2735",1,0,11.857142857,33
"902",88424821,"2735",1,0,12.857142857,35.2
"903",88424821,"2735",1,0,14,35.5
"904",88424821,"2735",1,0,14.857142857,35.5
"905",88424821,"2735",1,0,15.857142857,35.9
"906",88424823,"2735",1,0,8.857142857,24.7
"907",88424823,"2735",1,0,9.857142857,26.1
"908",88424823,"2735",1,0,10.857142857,27.4
"909",88424823,"2735",1,0,11.857142857,27.5
"910",88424823,"2735",1,0,12.857142857,28.9
"911",88424823,"2735",1,0,14,29.3
"912",88424823,"2735",1,0,14.857142857,29.2
"913",88424823,"2735",1,0,15.857142857,29.8
"914",98714859,"2735",0,0,8.857142857,21
"915",98714859,"2735",0,0,9.857142857,21.9
"916",98714859,"2735",0,0,10.857142857,22.2
"917",98714859,"2735",0,0,11.857142857,23
"918",98714859,"2735",0,0,12.857142857,23.3
"919",98714859,"2735",0,0,14,24.2
"920",98714859,"2735",0,0,14.857142857,24.2
"921",98714859,"2735",0,0,15.857142857,24.1
"922",98714861,"2735",1,0,8.857142857,25.7
"923",98714861,"2735",1,0,9.857142857,26.3
"924",98714861,"2735",1,0,10.857142857,26.7
"925",98714861,"2735",1,0,11.857142857,27.8
"926",98714861,"2735",1,0,12.857142857,28.4
"927",98714861,"2735",1,0,14,28.7
"928",98714861,"2735",1,0,14.857142857,28.3
"929",98714861,"2735",1,0,15.857142857,28.9
"930",98714863,"2735",1,0,8.857142857,24.9
"931",98714863,"2735",1,0,9.857142857,26.7
"932",98714863,"2735",1,0,10.857142857,26.7
"933",98714863,"2735",1,0,11.857142857,27.6
"934",98714863,"2735",1,0,12.857142857,28.1
"935",98714863,"2735",1,0,14,28.1
"936",98714863,"2735",1,0,14.857142857,29.1
"937",98714863,"2735",1,0,15.857142857,29.2
"938",98714867,"2735",0,0,8.857142857,20.9
"939",98714867,"2735",0,0,9.857142857,21.1
"940",98714867,"2735",0,0,10.857142857,22.1
"941",98714867,"2735",0,0,11.857142857,21.8
"942",98714867,"2735",0,0,12.857142857,23.3
"943",98714867,"2735",0,0,14,24
"944",98714867,"2735",0,0,14.857142857,23.6
"945",98714867,"2735",0,0,15.857142857,24.2
"946",98714869,"2735",0,0,8.857142857,22
"947",98714869,"2735",0,0,9.857142857,22.6
"948",98714869,"2735",0,0,10.857142857,23
"949",98714869,"2735",0,0,11.857142857,23
"950",98714869,"2735",0,0,12.857142857,23.9
"951",98714869,"2735",0,0,14,24.2
"952",98714869,"2735",0,0,14.857142857,24.4
"953",98714869,"2735",0,0,15.857142857,24.1
"954",88424841,"2735",0,0,8.857142857,21
"955",88424841,"2735",0,0,9.857142857,21.5
"956",88424841,"2735",0,0,10.857142857,21.6
"957",88424841,"2735",0,0,11.857142857,21.9
"958",88424841,"2735",0,0,12.857142857,23.8
"959",88424841,"2735",0,0,14,24.7
"960",88424841,"2735",0,0,14.857142857,23.7
"961",88424841,"2735",0,0,15.857142857,23.5
"962",98714871,"2735",1,0,8.857142857,29
"963",98714871,"2735",1,0,9.857142857,28.8
"964",98714871,"2735",1,0,10.857142857,29.4
"965",98714871,"2735",1,0,11.857142857,31.2
"966",98714871,"2735",1,0,12.857142857,31.9
"967",98714871,"2735",1,0,14,31.6
"968",98714871,"2735",1,0,14.857142857,31.9
"969",98714871,"2735",1,0,15.857142857,31.8
"970",98714873,"2735",1,0,8.857142857,24.5
"971",98714873,"2735",1,0,9.857142857,25.7
"972",98714873,"2735",1,0,10.857142857,27.3
"973",98714873,"2735",1,0,11.857142857,29.5
"974",98714873,"2735",1,0,12.857142857,30.6
"975",98714873,"2735",1,0,14,30
"976",98714873,"2735",1,0,14.857142857,30
"977",98714873,"2735",1,0,15.857142857,29.9
"978",98714875,"2735",0,0,8.857142857,20.2
"979",98714875,"2735",0,0,9.857142857,21.4
"980",98714875,"2735",0,0,10.857142857,22
"981",98714875,"2735",0,0,11.857142857,23.7
"982",98714875,"2735",0,0,12.857142857,23.2
"983",98714875,"2735",0,0,14,23.3
"984",98714875,"2735",0,0,14.857142857,23.7
"985",98714875,"2735",0,0,15.857142857,24.2
"986",37448830,"2768",0,1,7.857142857,21.59
"987",37448830,"2768",0,1,6.857142857,20.9
"988",37448830,"2768",0,1,4,14.63
"989",37448830,"2768",0,1,4.857142857,18.16
"990",37448830,"2768",0,1,5.857142857,19.5
"991",37448827,"2768",0,1,8.142857142,22.46
"992",37448827,"2768",0,1,7.142857142,21.26
"993",37448827,"2768",0,1,4.285714285,15.61
"994",37448827,"2768",0,1,5.142857142,17.36
"995",37448827,"2768",0,1,6.142857142,19.39
"996",37448833,"2768",0,1,7.857142857,19.72
"997",37448833,"2768",0,1,6.857142857,19.14
"998",37448833,"2768",0,1,4,13.45
"999",37448833,"2768",0,1,4.857142857,15.14
"1000",37448833,"2768",0,1,5.857142857,18.26
"1001",37448824,"2768",0,1,8.142857142,21.88
"1002",37448824,"2768",0,1,7.142857142,20.63
"1003",37448824,"2768",0,1,4.285714285,15.94
"1004",37448824,"2768",0,1,5.142857142,18.6
"1005",37448824,"2768",0,1,6.142857142,20.2
"1006",37448830,"2768",0,1,9,21.95
"1007",37448827,"2768",0,1,9.285714285,22.31
"1008",37626612,"2768",1,1,8.142857142,24.61
"1009",37626612,"2768",1,1,7.142857142,22.76
"1010",37626612,"2768",1,1,4.285714285,17.65
"1011",37626612,"2768",1,1,5.142857142,19.54
"1012",37626612,"2768",1,1,6.142857142,21.44
"1013",37626612,"2768",1,1,9.428571428,25.39
"1014",37448836,"2768",0,1,8.714285714,22.29
"1015",37448833,"2768",0,1,9,19.84
"1016",37448824,"2768",0,1,9.285714285,22.68
"1017",37658550,"2768",1,1,6.714285714,22.21
"1018",37658550,"2768",1,1,5.714285714,20.21
"1019",37658550,"2768",1,1,3.857142857,11.86
"1020",37658550,"2768",1,1,4.714285714,17.03
"1021",37658550,"2768",1,1,7.714285714,24.13
"1022",37658527,"2768",1,1,7.428571428,25.41
"1023",37658527,"2768",1,1,6.428571428,23.83
"1024",37658527,"2768",1,1,4.571428571,17.75
"1025",37658527,"2768",1,1,5.428571428,21.31
"1026",37658527,"2768",1,1,8.428571428,27.09
"1027",37658523,"2768",1,1,7.428571428,26.28
"1028",37658523,"2768",1,1,6.428571428,25.31
"1029",37658523,"2768",1,1,4.571428571,21.92
"1030",37658523,"2768",1,1,5.428571428,23.97
"1031",37658523,"2768",1,1,8.428571428,28.02
"1032",37658547,"2768",0,1,5.714285714,18.65
"1033",37658547,"2768",0,1,7.714285714,20.1
"1034",37658547,"2768",0,1,6.714285714,19.07
"1035",37448830,"2768",0,1,10.142857142,22.82
"1036",37448827,"2768",0,1,10.428571428,22.63
"1037",37448836,"2768",0,1,9.857142857,22.86
"1038",37448833,"2768",0,1,10.142857142,20.82
"1039",37448824,"2768",0,1,10.428571428,22.39
"1040",37448827,"2768",0,1,10.857142857,22.59
"1041",37626612,"2768",1,1,10.857142857,26.43
"1042",37448836,"2768",0,1,10.285714285,23.05
"1043",37448830,"2768",0,1,10.571428571,23.65
"1044",37448833,"2768",0,1,10.571428571,21.03
"1045",37626612,"2768",1,1,10.428571428,26.46
"1046",37448824,"2768",0,1,10.857142857,22.16
"1047",37748062,"2768",0,1,5.428571428,16.75
"1048",37748062,"2768",0,1,4.571428571,16.79
"1049",37748066,"2768",0,1,8.428571428,19.93
"1050",37748066,"2768",0,1,5.428571428,16.19
"1051",37748062,"2768",0,1,8.428571428,22.12
"1052",37748066,"2768",0,1,4.571428571,15.78
"1053",37748062,"2768",0,1,6.428571428,19.03
"1054",37748062,"2768",0,1,7.428571428,21.37
"1055",37748066,"2768",0,1,6.428571428,16.86
"1056",37748066,"2768",0,1,7.428571428,18.54
"1057",37884913,"2768",1,1,6.428571428,22.16
"1058",37884913,"2768",1,1,7.428571428,23.94
"1059",37884913,"2768",1,1,4.571428571,19.49
"1060",37884913,"2768",1,1,5.571428571,21.36
"1061",37884913,"2768",1,1,8.428571428,24.91
"1062",37884909,"2768",1,1,6.428571428,22.23
"1063",37884909,"2768",1,1,7.428571428,22.95
"1064",37884909,"2768",1,1,4.571428571,19.93
"1065",37884909,"2768",1,1,5.571428571,21.3
"1066",37884909,"2768",1,1,8.428571428,23.95
"1067",37884948,"2768",1,1,7.428571428,24.57
"1068",37884948,"2768",1,1,8.428571428,25.42
"1069",37884917,"2768",1,1,7.428571428,22.61
"1070",37884917,"2768",1,1,8.428571428,23.21
"1071",37748066,"2768",0,1,9.571428571,21
"1072",37748062,"2768",0,1,9.571428571,23.54
"1073",37658550,"2768",1,1,10,26.95
"1074",37884913,"2768",1,1,9.714285714,25.48
"1075",37658527,"2768",1,1,10.714285714,28.19
"1076",37658523,"2768",1,1,10.714285714,29.69
"1077",37884909,"2768",1,1,9.714285714,24.22
"1078",37884948,"2768",1,1,9.714285714,25.74
"1079",37658547,"2768",0,1,10,21.55
"1080",37884917,"2768",1,1,9.714285714,23.89
"1081",37658550,"2768",1,1,10.428571428,26.45
"1082",37658527,"2768",1,1,11.142857142,29.63
"1083",37658523,"2768",1,1,11.142857142,29.58
"1084",37658547,"2768",0,1,10.428571428,21.2
"1085",37448830,"2768",0,1,11.857142857,23.75
"1086",37448827,"2768",0,1,12.142857142,24.11
"1087",37626612,"2768",1,1,12.142857142,26.81
"1088",37448836,"2768",0,1,11.571428571,24.13
"1089",37448833,"2768",0,1,11.857142857,22.74
"1090",37448824,"2768",0,1,12.142857142,23.18
"1091",37658527,"2768",1,1,9.571428571,27.69
"1092",37884913,"2768",1,1,10.714285714,25.24
"1093",37658523,"2768",1,1,9.571428571,28.28
"1094",37884909,"2768",1,1,10.714285714,24.85
"1095",37748066,"2768",0,1,10.714285714,22.37
"1096",37748062,"2768",0,1,10.714285714,24.64
"1097",37658550,"2768",1,1,8.857142857,25.33
"1098",37884948,"2768",1,1,10.714285714,26.32
"1099",37658547,"2768",0,1,8.857142857,21.15
"1100",37884917,"2768",1,1,10.714285714,24.47
"1101",37448830,"2768",0,1,12.571428571,23.85
"1102",37448827,"2768",0,1,12.857142857,24.31
"1103",37626612,"2768",1,1,12.857142857,27.36
"1104",37448836,"2768",0,1,12.285714285,23.53
"1105",37448833,"2768",0,1,12.571428571,22.11
"1106",37448824,"2768",0,1,12.857142857,23.39
"1107",37884913,"2768",1,1,11.285714285,26.71
"1108",37884909,"2768",1,1,11.285714285,25.65
"1109",37884948,"2768",1,1,11.285714285,27.3
"1110",37884917,"2768",1,1,11.285714285,25.21
"1111",37658550,"2768",1,1,11.714285714,28.14
"1112",37658527,"2768",1,1,12.428571428,29.3
"1113",37658523,"2768",1,1,12.428571428,30.52
"1114",37748066,"2768",0,1,11.428571428,21.96
"1115",37748062,"2768",0,1,11.428571428,25.28
"1116",37658547,"2768",0,1,11.714285714,21.82
"1117",37658527,"2768",1,1,13.142857142,30.53
"1118",37448827,"2768",0,1,13.857142857,24.58
"1119",37658523,"2768",1,1,13.142857142,30.23
"1120",37448824,"2768",0,1,13.857142857,23.29
"1121",37448833,"2768",0,1,13.571428571,22.19
"1122",37448830,"2768",0,1,13.571428571,24.48
"1123",37658550,"2768",1,1,12.428571428,29.26
"1124",37626612,"2768",1,1,13.857142857,27.78
"1125",37448836,"2768",0,1,13.285714285,24.79
"1126",37658547,"2768",0,1,12.428571428,21.9
"1127",37884913,"2768",1,1,12.428571428,27.42
"1128",37884909,"2768",1,1,12.428571428,26.36
"1129",37884948,"2768",1,1,12.428571428,28.71
"1130",37748066,"2768",0,1,12.428571428,22.93
"1131",37748062,"2768",0,1,12.428571428,25.13
"1132",37884917,"2768",1,1,12.428571428,25.8
"1133",37448830,"2768",0,1,14.571428571,24.71
"1134",37448827,"2768",0,1,14.857142857,25.95
"1135",37626612,"2768",1,1,14.857142857,28.67
"1136",37448836,"2768",0,1,14.285714285,25.13
"1137",37448833,"2768",0,1,14.571428571,22.54
"1138",37448824,"2768",0,1,14.857142857,24.88
"1139",37884913,"2768",1,1,13.285714285,27.72
"1140",37884909,"2768",1,1,13.285714285,26.39
"1141",37884948,"2768",1,1,13.285714285,28.88
"1142",37884917,"2768",1,1,13.285714285,25.17
"1143",37748066,"2768",0,1,13.428571428,22.05
"1144",37748062,"2768",0,1,13.428571428,24.37
"1145",37884913,"2768",1,1,14.142857142,28.1
"1146",37884909,"2768",1,1,14.142857142,26.48
"1147",37884948,"2768",1,1,14.142857142,28.84
"1148",37748066,"2768",0,1,14.142857142,22.76
"1149",37748062,"2768",0,1,14.142857142,25.6
"1150",37884917,"2768",1,1,14.142857142,26.07
"1151",37658550,"2768",1,1,14.714285714,29.62
"1152",37658550,"2768",1,1,13.428571428,30.65
"1153",37448830,"2768",0,1,15.857142857,23.56
"1154",37658527,"2768",1,1,15.428571428,31.92
"1155",37658527,"2768",1,1,14.142857142,28.03
"1156",37658523,"2768",1,1,15.428571428,32.05
"1157",37658523,"2768",1,1,14.142857142,29.99
"1158",37448827,"2768",0,1,16.142857142,25.13
"1159",37448836,"2768",0,1,15.571428571,24.79
"1160",37658547,"2768",0,1,14.714285714,23.06
"1161",37658547,"2768",0,1,13.428571428,23.55
"1162",37448833,"2768",0,1,15.857142857,23.15
"1163",37448824,"2768",0,1,16.142857142,24.59
"1164",37626612,"2768",1,1,16.285714285,30.21
"1165",37658550,"2768",1,1,15.714285714,28.17
"1166",37658527,"2768",1,1,16.428571428,31.12
"1167",37658523,"2768",1,1,16.428571428,32.38
"1168",37658547,"2768",0,1,15.714285714,22.62
"1169",37884913,"2768",1,1,15.714285714,28.6
"1170",37884909,"2768",1,1,15.714285714,27.29
"1171",37884948,"2768",1,1,15.714285714,29.23
"1172",37748066,"2768",0,1,15.714285714,22.96
"1173",37748062,"2768",0,1,15.714285714,25.91
"1174",37884917,"2768",1,1,15.714285714,26.72
